0	0.0	Baseline
0	0.0	ZGreedy
0	0.0	Heuristic
1	7.55326042175293	Baseline
1	4.16608250935872	ZGreedy
1	4.21402575174967	Heuristic
2	7.55350596110026	Baseline
2	4.25753008524577	ZGreedy
2	4.2210454305013	Heuristic
3	7.55351867675781	Baseline
3	4.70306364695231	ZGreedy
3	5.39999230702718	Heuristic
4	7.55572605133057	Baseline
4	4.70308691660563	ZGreedy
4	6.80027949015299	Heuristic
5	7.56373208363851	Baseline
5	4.70309499104818	ZGreedy
5	8.9781956354777	Heuristic
6	7.56388645172119	Baseline
6	4.70309759775798	ZGreedy
6	8.97820479075114	Heuristic
7	7.56389560699463	Baseline
7	4.70310586293538	ZGreedy
7	8.97821509043376	Heuristic
8	7.5639030456543	Baseline
8	4.70311393737793	ZGreedy
8	8.97901643117269	Heuristic
9	7.56390310923258	Baseline
9	4.70311800638835	ZGreedy
9	8.98305587768555	Heuristic
10	7.56390902201335	Baseline
10	4.70312054951986	ZGreedy
10	8.98386720021566	Heuristic
11	7.56392351786296	Baseline
11	4.7031223932902	ZGreedy
11	8.98404000600179	Heuristic
12	7.56392841339111	Baseline
12	4.70313218434652	ZGreedy
12	8.98405195871989	Heuristic
13	7.56393413543701	Baseline
13	4.70313758850098	ZGreedy
13	8.98405526479085	Heuristic
14	7.56393725077311	Baseline
14	4.70314191182454	ZGreedy
14	9.00308659871419	Heuristic
15	7.56394068400065	Baseline
15	4.7031452814738	ZGreedy
15	9.1260061899821	Heuristic
16	7.56394856770833	Baseline
16	4.7029899597168	ZGreedy
16	9.19595050811768	Heuristic
17	7.56395683288574	Baseline
17	4.70289204915365	ZGreedy
17	9.19668261210124	Heuristic
18	7.56396179199219	Baseline
18	4.70289815266927	ZGreedy
18	9.19647000630697	Heuristic
19	7.56396643320719	Baseline
19	4.70290387471517	ZGreedy
19	9.19645805358887	Heuristic
20	7.56397291819255	Baseline
20	4.70290756225586	ZGreedy
20	9.19669621785482	Heuristic
21	7.56397908528646	Baseline
21	4.70290985107422	ZGreedy
21	9.19670028686523	Heuristic
22	7.56398156483968	Baseline
22	4.70291531880697	ZGreedy
22	9.20454654693603	Heuristic
23	7.56398785909017	Baseline
23	4.70291976928711	ZGreedy
23	9.33624318440755	Heuristic
24	7.5639928817749	Baseline
24	4.70303548177083	ZGreedy
24	9.42183685302734	Heuristic
25	7.56399987538656	Baseline
25	4.70310707092285	ZGreedy
25	9.41847972869873	Heuristic
26	7.56400254567464	Baseline
26	4.7031130472819	ZGreedy
26	9.41848608652751	Heuristic
27	7.56400922139486	Baseline
27	4.7031197865804	ZGreedy
27	9.41848843892415	Heuristic
28	7.56401697794596	Baseline
28	4.70312347412109	ZGreedy
28	9.41849397023519	Heuristic
29	7.56401755015055	Baseline
29	4.70312868754069	ZGreedy
29	9.41849848429362	Heuristic
30	7.56402295430501	Baseline
30	4.70313313802083	ZGreedy
30	9.41850490570068	Heuristic
31	7.56402600606283	Baseline
31	4.70313784281413	ZGreedy
31	9.4185089747111	Heuristic
32	7.56403350830078	Baseline
32	4.70314242045085	ZGreedy
32	9.41851603190104	Heuristic
33	7.56404234568278	Baseline
33	4.70314801534017	ZGreedy
33	9.41851965586344	Heuristic
34	7.56404603322347	Baseline
34	5.21332588195801	ZGreedy
34	9.41852486928304	Heuristic
35	7.56405499776204	Baseline
35	7.65602378845215	ZGreedy
35	9.41853052775065	Heuristic
36	7.56405906677246	Baseline
36	7.65602671305339	ZGreedy
36	9.41853644053141	Heuristic
37	7.56406294504801	Baseline
37	7.65603052775065	ZGreedy
37	9.41853949228923	Heuristic
38	7.56407006581624	Baseline
38	7.65603955586751	ZGreedy
38	9.41854769388835	Heuristic
39	7.56407343546549	Baseline
39	7.65604133605957	ZGreedy
39	9.41855513254801	Heuristic
40	7.5640817006429	Baseline
40	7.65604654947917	ZGreedy
40	9.41856015523275	Heuristic
41	7.56408933003743	Baseline
41	7.65605456034342	ZGreedy
41	9.41856587727865	Heuristic
42	7.5640926361084	Baseline
42	7.65605894724528	ZGreedy
42	9.41857013702393	Heuristic
43	7.5640941619873	Baseline
43	7.65606530507406	ZGreedy
43	9.41857554117839	Heuristic
44	7.56410293579102	Baseline
44	7.65607147216797	ZGreedy
44	9.41857738494873	Heuristic
45	7.56410916646322	Baseline
45	7.65607515970866	ZGreedy
45	9.41858266194661	Heuristic
46	7.56411603291829	Baseline
46	7.65607948303223	ZGreedy
46	9.41858660380046	Heuristic
47	7.56411774953206	Baseline
47	7.65608139038086	ZGreedy
47	9.41859175364177	Heuristic
48	7.56412506103516	Baseline
48	7.65608800252279	ZGreedy
48	9.41859709421794	Heuristic
49	7.56412932078044	Baseline
